title,date,author,p,paywall
"Police Arrest UHC CEO Shooting Suspect, App Developer Luigi Mangione","Dec 9, 2024 3:33 PM","Dell Cameron","Authorities arrested a man in Pennsylvania on Monday who police say is connected to the shooting death of UnitedHealthcare CEO Brian Thompson in New York City last week.","Authorities arrested a man in Pennsylvania on Monday who police say is connected to the shooting death of UnitedHealthcare CEO Brian Thompson in New York City last week."
